1gram	Number
музыка	15456
кровати	15454
спал	15453
границу	15444
материал	15442
Ладно	15437
заговорил	15421
слышно	15403
батюшка	15392
разговоры	15385
представление	15364
тепло	15364
борьба	15361
семья	15357
Марья	15349
Дмитрий	15345
середине	15336
вряд	15330
трубку	15327
Наташа	15304
полтора	15304
спину	15282
просит	15274
готовы	15268
началась	15267
тѣмъ	15263
успех	15257
твое	15251
товарищей	15243
пятьдесят	15240
института	15236
настоящего	15235
детства	15234
кто-нибудь	15232
Сталина	15231
круг	15227
необходимость	15221
кричал	15221
концу	15217
никуда	15211
глубине	15208
детьми	15193
шею	15186
непосредственно	15180
статью	15176
твоей	15168
острова	15152
смысла	15151
эпохи	15151
полковник	15140
пройти	15138
какого	15137
корпуса	15134
условий	15132
Англии	15130
километров	15112
класс	15101
Государь	15099
День	15085
лестнице	15071
дала	15065
Время	15056
Володя	15055
существования	15053
единственный	15050
совета	15038
Вместе	15038
собрание	15036
площадь	15030
ходит	15027
Васильевич	15023
знак	15021
хорошего	15017
штаба	15004
желая	15002
веры	14998
Ленина	14988
огромный	14986
часу	14985
стыдно	14971
похоже	14962
Олег	14943
волю	14943
боялся	14931
боли	14924
графа	14917
жене	14900
Таня	14899
теми	14899
ответить	14897
ощущение	14896
явление	14887
главного	14872
настроение	14872
хозяина	14858
вошли	14857
органов	14852
странах	14846
дабы	14845
Илья	14835
предмет	14824
Париж	14817
радио	14810
привести	14804
толпа	14801
провести	14799
повторил	14794
офицер	14792
боль	14789
толпы	14778
границы	14772
проходит	14769
судьбы	14767
пришло	14762
принес	14761
свободу	14756
художника	14752
отношениях	14751
заметно	14746
черты	14743
оружие	14735
уровня	14733
обещал	14728
вечно	14709
делах	14707
ворота	14705
показывает	14698
процесса	14684
завода	14682
знакомых	14668
всякие	14663
понятие	14647
обед	14643
Возможно	14642
отказался	14639
зло	14626
болѣе	14620
Пушкин	14615
Была	14612
приняли	14609
притом	14605
ушли	14604
годах	14604
поезд	14603
действовать	14599
представления	14597
означает	14585
огня	14584
военного	14582
считают	14574
сестры	14570
чрез	14561
нихъ	14545
берет	14543
свободно	14536
черной	14533
давай	14519
очереди	14518
Откуда	14504
Более	14495
звуки	14495
словах	14494
вздохнул	14491
любят	14489
дам	14488
карты	14483
президента	14480
системе	14471
своею	14470
страна	14465
процессе	14464
иные	14461
белый	14459
добрый	14445
родился	14444
иное	14441
принято	14435
думаешь	14434
лучших	14433
маленькая	14427
произведения	14425
создания	14407
поговорить	14405
Три	14399
ряда	14397
лежала	14393
черный	14388
неба	14384
предприятия	14378
деревню	14372
ладно	14367
всѣхъ	14366
считаю	14362
опасности	14346
a	14345
нынче	14341
каждая	14330
тщательно	14325
любовью	14322
втором	14320
родной	14303
проблема	14298
бога	14288
любила	14287
современной	14285
существование	14281
вспомнить	14277
500	14271
цвет	14266
белых	14259
документы	14254
спрашивал	14248
граждан	14236
писателя	14234
языком	14228
пальцем	14210
назвал	14203
самих	14202
бросился	14201
хорошее	14200
Такие	14183
должности	14182
чувств	14179
вернее	14178
женщину	14177
известный	14176
всюду	14176
пр	14174
охотно	14173
нарочно	14159
иностранных	14157
Моя	14157
рис	14151
силами	14143
Им	14141
рассказывать	14140
Петербурга	14136
получила	14135
русским	14133
когда-нибудь	14129
завод	14118
пальцы	14117
заключается	14104
купил	14100
Коля	14098
ученых	14085
давал	14080
центр	14076
скажи	14066
стоять	14066
крупных	14060
Помню	14041
стр	14041
немцы	14031
70	14027
Почти	14022
техники	14019
кабинете	14014
пальцами	14013
молчал	14010
университета	14005
русская	14004
отцом	13994
бой	13989
300	13982
маленькие	13981
текст	13973
совет	13969
уши	13951
мгновение	13946
различные	13926
половине	13921
кивнул	13920
Нина	13918
бежать	13914
белой	13913
чужой	13901
область	13896
Скоро	13895
держал	13889
результат	13883
государя	13879
Михайлович	13870
объявил	13865
ярко	13852
Наши	13851
маленькой	13849
Действительно	13843
ужас	13837
одних	13834
следующее	13833
видов	13827
мальчика	13819
правила	13810
